Global Rank,Stars,Username,Country,Country Rank,Rating,Highest Rating,Fully Solved,Partially Solved,Last Contest,Institute
2345,5,dwai009,India,12430,2088,2088,79,7,20191014 150000,Indian Institute of Engineering Science and TechnologyShibpur
2345,5,kruti20,India,12430,2088,2088,100,14,20200615 150000,Sardar Vallabhbhai National Institute of TechnologySurat
2345,5,krishkoushik,India,12430,2088,2126,140,1,20150921 000000,Google India Pvt Ltd
2345,5,mayankmanuja5,India,12430,2088,2088,71,10,20180929 223000,Birla Institute of Technology  Science PilaniGoa Campus
2345,5,sparkin,India,12430,2088,2088,104,3,20200829 223000,Delhi Technological University
2361,5,amit839,India,12560,2087,2087,128,21,20190121 000000,Dr Akhilesh Das Gupta Institute of Technology and Management
2361,5,pprabhat66,India,12560,2087,2087,68,5,20200725 223000,National Institute of TechnologyUttarakhand
2361,5,pk201996,India,12560,2087,2087,233,23,20200113 150000,Kamla Nehru Institute of Technology
2361,5,deepanshu321,India,12560,2087,2087,35,3,20190715 150000,Delhi Technological University
2361,5,arkesh7,India,12560,2087,2087,90,6,20200217 150000,Indian Institute of Technology Roorkee
2361,5,hamadu,Japan,560,2087,2087,45,2,20150615 150000,teamLab
2361,5,codeguptaji,India,12560,2087,2087,141,13,20200829 223000,Indian Institute of Technology Bhilai
2361,5,georgevidalaki,Greece,50,2087,2161,234,19,20191111 150000,National Technical University of Athens
2361,5,stefdasca,Romania,220,2087,2087,20,1,20190427 223000,National College of Computer Science PiatraNeamtRomania
2361,5,makeitdonesolo,India,12560,2087,2087,406,34,20190213 150000,Indian Institute of Technology Bombay
2361,5,coderprashik,India,12560,2087,2087,69,4,20181218 010000,Indian Institute of Technology Kharagpur
2361,5,yoda101,India,12560,2087,2210,145,18,20190313 150000,Tonbo Imaging
2361,5,shawnbam96,India,12560,2087,2087,187,24,20181112 150000,Vidyalankar Institute of Technology
2361,5,devanshuraj226,India,12560,2087,2087,176,12,20200713 150000,Indian Institute of Technology Patna
2378,5,mark31408a,Taiwan,230,2086,2086,20,1,20170717 150000,National Taipei University of Technology
2378,5,susg,India,12670,2086,2108,125,28,20170826 230000,Samsung Research Institute Bangalore
2378,5,rishabh7896,India,12670,2086,2086,245,16,20200817 150000,KLE Technological UniversityVidya NagarHubballiKarnataka
2378,5,sunil786693,India,12670,2086,2086,88,7,20191216 150000,Bundelkhand Institute of Engineering and Technology
2378,5,darklordchef,India,12670,2086,2086,134,12,20200720 000000,Harcourt Butler Technical UniversityKanpur
2378,5,md1999,India,12670,2086,2086,157,24,20200817 150000,National Institute of TechnologyKurukshetra
2378,5,ani37,India,12670,2086,2086,188,26,20200217 150000,National Institute of Technology Silchar
2378,5,vladik,Belarus,250,2086,2311,128,20,20200421 000000,Belarusian State University of Informatics and Radioelectronics
2378,5,ethanjimenez,Mexico,90,2086,2086,104,3,20160915 150000,Microsoft
2378,5,manish94,India,12670,2086,2181,115,32,20171016 150000,Samsung Research Institute NoidaSRIN
2378,5,shikharkunal,India,12670,2086,2184,411,48,20161024 000000,National Institute of Technology Jamshedpur
2378,5,nik1995,India,12670,2086,2086,106,7,20190114 150000,Dharmsinh Desai UniversityNadiad
2378,5,delta003,Serbia,130,2086,2172,96,4,20151012 150000,Ra
2378,5,alphabetter,India,12670,2086,2086,221,16,20200413 173000,Jadavpur University
2378,5,kuthcs1994,North Korea,140,2086,2086,24,0,20180224 223000,Kim Chaek University of Technology
2378,5,abhishek20113,India,12670,2086,2135,150,38,20181022 000000,Ittiam Systems
2378,5,satashun,Japan,570,2086,2163,68,4,20200622 000000,University of Tokyo
2378,5,neilkakkar,India,12670,2086,2086,77,16,20180219 000000,Indian Institute of Technology Delhi
2378,5,arnabghatak22,India,12670,2086,2257,198,14,20170624 223000,Jadavpur University
2397,5,ayush1997,India,12800,2085,2085,128,19,20200817 150000,DIT University
2397,5,johnsmith3,United Kingdom,90,2085,2550,302,53,20200817 150000,Self
2397,5,abhinav3010,India,12800,2085,2085,102,22,20200425 224000,Delhi Technological University
2397,5,mahir111,India,12800,2085,2271,217,20,20200713 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
2397,5,arjunsanjeev7,India,12800,2085,2228,128,22,20200622 000000,Google
2397,5,islingr,India,12800,2085,2085,184,18,20200323 000000,St Columbas School
2397,5,srki,Serbia,140,2085,2094,136,3,20160815 150000,Faculty of Technical SciencesUniversity of Novi Sad
2397,5,anonymousbuggy,India,12800,2085,2229,255,11,20171211 150000,Indian Institute of Technology Bombay
2397,5,ak05,India,12800,2085,2085,174,15,20200713 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
2397,5,istinishat,Singapore,80,2085,2085,24,0,20190624 000000,Works Applications Singapore
2397,5,arqum123,India,12800,2085,2166,131,8,20200725 223000,National Institute of Technology Karnataka
2397,5,cupper,India,12800,2085,2203,109,22,20200525 000000,Netaji Subhas University Of Technology
2397,5,shakilruet,Bangladesh,520,2085,2085,81,9,20170818 150000,Rajshahi University of Engineering  Technology
2397,5,deep247,India,12800,2085,2085,43,4,20200824 001500,Birla Institute of Technology  Science PilaniGoa Campus
2397,5,namanrcoem,India,12800,2085,2085,126,17,20180929 223000,Shri Ramdeobaba College of Engineering and Management
2413,5,yash224a,India,12910,2084,2084,19,2,20200725 223000,Indian Institute of Technology BHU
2413,5,rohit2000,India,12910,2084,2084,135,24,20200829 223000,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
2413,5,mohitsaini2012,India,12910,2084,2084,147,7,20171016 150000,Mumbai
2413,5,jsannemo,Sweden,30,2084,2084,26,0,20170612 150000,KTHRoyal Institute of Technology
2413,5,ub98,India,12910,2084,2084,38,4,20190715 150000,Indian Institute of Technology Patna
2413,5,nishit5,India,12910,2084,2084,276,19,20200824 001500,National Institute of TechnologyHamirpur
2413,5,bekzhan29,Kazakhstan,200,2084,2225,105,9,20200316 150000,Ulsan National Institute of Science and Technology
2413,5,iftekharhakim,Bangladesh,530,2084,2196,44,4,20200824 001500,Bangladesh University of Engineering and Technology
2413,5,l0gicb0mb,India,12910,2084,2084,100,18,20180816 233000,National Institute of TechnologyKurukshetra
2413,5,dhruv0000,India,12910,2084,2084,180,9,20200716 001500,Harcourt Butler Technical UniversityKanpur
2413,5,rke6012,India,12910,2084,2173,80,18,20200713 150000,Indian Institute of Technology Kanpur
2413,5,thejas97,India,12910,2084,2094,95,9,20190213 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
2413,5,yscrih,India,12910,2084,2084,80,3,20200511 150000,
2426,5,anupamshah,India,13010,2083,2083,246,21,20200627 223000,The LNM Institute of Information TechnologyJaipur
2426,5,avn29,India,13010,2083,2083,53,6,20191014 150000,
2426,5,lifting,Belarus,260,2083,2227,171,7,20181112 150000,Yandex
2426,5,sorcerer48,India,13010,2083,2083,88,3,20191014 150000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
2426,5,jdevey,United States,710,2083,2083,164,8,20180312 150000,Utah State University
2426,5,divyansh121212,India,13010,2083,2083,238,14,20200511 150000,
2426,5,agru,India,13010,2083,2083,166,14,20200817 150000,Indian Institute of Engineering Science and TechnologyShibpur
2426,5,sasidharreddy,India,13010,2083,2083,145,9,20200217 150000,National Institute of TechnologyRourkela
2426,5,coders1122,India,13010,2083,2083,78,0,20110711 150000,Arcade Business College
2426,5,apptica,India,13010,2083,2234,554,76,20200413 173000,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
2426,5,rtheman,India,13010,2083,2112,131,14,20200421 000000,Birla Institute of Technology  Science PilaniHyderabad Campus
2426,5,anhhungcolao,Vietnam,440,2083,2236,121,7,20191130 223000,FPT UniversityVietnam
2426,5,virus1501010,India,13010,2083,2155,117,6,20170918 000000,International Institute of Information TechnologyHyderabad
2439,5,kishan13101998,India,13110,2082,2082,51,5,20200725 223000,Indian Institute of Technology Delhi
2439,5,abhishek057,India,13110,2082,2082,24,2,20200720 000000,NCR Corporation
2439,5,gupta97,India,13110,2082,2082,138,9,20170325 223000,Indian Institute of Technology Kharagpur
2439,5,sbansal3096,India,13110,2082,2082,115,9,20170821 000000,Netaji Subhas University Of Technology
2439,5,arnablm10,India,13110,2082,2082,68,4,20200829 223000,Jadavpur University
2439,5,krodhking,India,13110,2082,2082,357,14,20170220 000000,Maulana Azad National Institute of TechnologyBhopal
2439,5,sashans13,Serbia,150,2082,2082,83,3,20141013 150000,Ra
2439,5,vaibhav2709,India,13110,2082,2082,172,16,20200829 223000,Indian Institute of Technology Bhilai
2439,5,abhiy13,India,13110,2082,2136,598,38,20200229 223000,Chandigarh University
2439,5,shmundhra,India,13110,2082,2082,71,12,20191014 150000,Indian Institute of Technology Kharagpur
2439,5,isspidermann,India,13110,2082,2115,68,4,20200829 223000,Intuit
2439,5,utkd52,India,13110,2082,2082,84,12,20200713 150000,Yeshwantrao Chavan College of Engineering College
2439,5,abhinaviit,India,13110,2082,2082,64,7,20190624 000000,Indian Institute of Technology Dhanbad
2439,5,rafsanbotbyte,Bangladesh,540,2082,2082,79,6,20190520 000000,Bangladesh University of Engineering and Technology
2439,5,saisumit,India,13110,2082,2149,242,17,20170327 000000,Netaji Subhas University Of Technology
2439,5,uttam36,India,13110,2082,2103,149,13,20171120 000000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
2439,5,saraguru50,India,13110,2082,2104,295,26,20171120 000000,College of EngineeringGuindy
2439,5,hkyiitd,India,13110,2082,2366,307,13,20200824 001500,Indian Institute of Technology Delhi
2439,5,sajjad1603105,Bangladesh,540,2082,2082,39,5,20200817 150000,Rajshahi University of Engineering  Technology
2439,5,betaphoenix,India,13110,2082,2082,185,7,20200829 223000,Indian Institute of Technology Kanpur
2439,5,blast7,India,13110,2082,2100,62,5,20200425 224000,Indian Institute of Technology Dhanbad
2439,5,shpalasara,India,13110,2082,2082,171,6,20170818 150000,WAP
2461,5,mittalshubham,India,13300,2081,2158,307,13,20190923 000000,Indian Institute of Technology Ropar
2461,5,asharammeena18,India,13300,2081,2081,99,19,20200615 150000,Indian Institute of Technology Delhi
2461,5,alshahreyaj,Bangladesh,560,2081,2081,56,10,20200615 150000,Bangabandhu Sheikh Mujibur Rahman Science and Technology University
2461,5,mhuman,Ukraine,430,2081,2365,82,1,20190715 150000,Moscow Institute of Physics and Technology
2461,5,slinky,India,13300,2081,2081,45,6,20190513 150000,Indian Institute of Technology Roorkee
2461,5,kailashnath199,India,13300,2081,2185,501,44,20181022 000000,Amrita School of Engineering Coimbatore
2461,5,abhijeet09,India,13300,2081,2081,51,4,20200113 150000,Motilal Nehru National Institute of Technology Allahabad
2461,5,candyzack,India,13300,2081,2081,84,20,20191014 150000,Vellore Institute of TechnologyVellore
2461,5,arthack,India,13300,2081,2081,64,17,20200829 223000,The LNM Institute of Information TechnologyJaipur
2461,5,busterscruggs,India,13300,2081,2081,61,9,20200615 150000,Jadavpur University
2461,5,hello444,India,13300,2081,2081,38,7,20200817 150000,University College of EngineeringOsmania University
2461,5,avb1003,Russia,900,2081,2081,118,10,20190313 150000,Nowhere
2461,5,sunnyc21,India,13300,2081,2081,85,10,20200615 150000,Hitkarini College of Engineering and TechnologyJabalpur
2461,5,psp643a,India,13300,2081,2081,63,8,20200217 150000,Netaji Subhas University Of Technology
2476,5,yk149,India,13410,2080,2080,37,5,20200829 223000,Indian Institute of Technology Guwahati
2476,5,jiteshrao,India,13410,2080,2109,127,6,20200829 223000,Delhi Technological University
2476,5,electron19,India,13410,2080,2080,43,12,20190114 150000,Maharaja Agrasen Institute of TechnologyNew Delhi
2476,5,spookywooky,Germany,130,2080,2080,113,26,20200622 000000,Other
2476,5,rakeshcodeit,India,13410,2080,2135,127,17,20200829 223000,Indian Institute of Technology Guwahati
2476,5,sakhiya07,India,13410,2080,2100,88,7,20200720 000000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
2476,5,lovecommunism,Vietnam,450,2080,2080,31,3,20181229 223000,Tr
2476,5,harshitnitt1,India,13410,2080,2080,106,13,20190313 150000,National Institute of Technology Tiruchirappalli
2476,5,ravik1,India,13410,2080,2129,69,7,20200817 150000,Indian Institute of Technology Patna
2476,5,rohit7ks,India,13410,2080,2080,170,32,20200615 150000,Indian Institute of Information TechnologySri City
2476,5,arnabroy1234,India,13410,2080,2080,25,4,20200316 150000,University of Engineering and Management
2476,5,bohoty,Egypt,140,2080,2112,23,4,20200425 224000,Faculty of Computers and Information  Ain Shams University
2476,5,msm2k21,India,13410,2080,2143,33,6,20181112 150000,Indian Institute of Technology Roorkee
2476,5,sumeet30,India,13410,2080,2080,78,13,20200713 150000,Walchand College of EngineeringSangli
2476,5,mishratanay,India,13410,2080,2080,49,6,20200627 223000,Jaypee Institute of Information Technology
2476,5,timonandpumbaa,India,13410,2080,2080,193,8,20181022 000000,Birla Institute of Technology  Science PilaniGoa Campus
2476,5,vats20294,India,13410,2080,2080,78,2,20141026 140000,Indian Institute of Information TechnologyAllahabad
2495,5,yami27,Bolivia,10,2079,2079,153,5,20200713 150000,Universidad Tecnica de Oruro
2495,5,s4shyam95,India,13560,2079,2282,190,17,20170123 000000,Dwarkadas Jivanlal Sanghvi College of Engineering
2495,5,doreamon,India,13560,2079,2079,277,19,20200511 150000,Kamla Nehru Institute of Technology
2495,5,rp789,India,13560,2079,2103,163,41,20190121 000000,National Institute of Technology Warangal
2495,5,geniucos,Romania,230,2079,2174,130,9,20180219 000000,Colegiul National Dinicu Golescu
2495,5,sudarshan07,India,13560,2079,2079,61,23,20200615 150000,Pimpri Chinchwad College of Engineering
2495,5,yatinarora98,India,13560,2079,2079,55,4,20200824 001500,Indraprastha Institute of Information TechnologyDelhi
2495,5,faebdc,China,1130,2079,2079,69,2,20171016 150000,Tsinghua University
2495,5,rodrigozhou,Brazil,240,2079,2233,215,4,20170612 150000,Universidade Federal do Rio de Janeiro
2495,5,viskey,India,13560,2079,2182,101,16,20200113 150000,Indian Institute of Technology Patna
2495,5,ambuj00,India,13560,2079,2079,52,11,20200817 150000,Maharaja Agrasen Institute of TechnologyNew Delhi
2495,5,koderproxy,India,13560,2079,2079,112,11,20200817 150000,DIT University
2495,5,puneetgoel,India,13560,2079,2079,186,21,20200817 150000,University School of InformationCommunication and Technology
2508,5,shubhamrawat,India,13650,2078,2083,136,18,20160418 000000,Delhi Technological University
2508,5,zxcv123456,India,13650,2078,2231,55,16,20200413 173000,Indian Institute of Technology Kharagpur
2508,5,loafy,India,13650,2078,2167,106,22,20190325 000000,Indian Institute of Technology BHU
2508,5,aryandosaj,India,13650,2078,2167,139,22,20200114 003000,Birla Institute of Technology Mesra
2508,5,bimaoe,Brazil,250,2078,2078,36,1,20170518 150000,Universidade de S
2508,5,h12345,India,13650,2078,2078,39,9,20190422 000000,
2508,5,devansh639,India,13650,2078,2078,93,16,20200716 001500,Indian Institute of Technology Kharagpur
2508,5,shreyans1995,India,13650,2078,2093,365,25,20170327 000000,Indian Institute of Technology Kharagpur
2508,5,tisparta,Peru,110,2078,2078,60,1,20190831 230000,Universidad de Ingenier
2508,5,studious,India,13650,2078,2258,148,9,20150622 000000,Google
2508,5,alechuang98,Taiwan,240,2078,2184,36,1,20191216 150000,National Taiwan University
2508,5,ramayanafan,India,13650,2078,2078,12,6,20200829 223000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
2508,5,ronakvaghela45,India,13650,2078,2161,34,2,20170821 000000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
2508,5,ashwani27493,India,13650,2078,2156,121,8,20200824 001500,Samsung
2508,5,prateek0602,India,13650,2078,2078,301,14,20170717 150000,Birla Institute of Technology  Science PilaniGoa Campus
2508,5,suransh,India,13650,2078,2078,275,18,20171225 000000,Delhi Technological University
2508,5,vermashubhang,India,13650,2078,2136,280,4,20141117 150000,Indian Institute of Technology Kharagpur
2508,5,cypherop,India,13650,2078,2105,42,7,20200627 223000,Indian Institute of Technology Dhanbad
2508,5,jooddae,South Korea,70,2078,2078,16,2,20200829 223000,Soongsil UniverSity
2508,5,hrsvrdhn,India,13650,2078,2078,41,6,20180418 201900,Government College of Engineering and Ceramic Technology
2508,5,debugentityx,India,13650,2078,2078,107,10,20200817 150000,Meerut Institute of Technology and Technology
2508,5,vd98,India,13650,2078,2078,419,17,20200829 223000,ABV  Indian Institute of Information Technology and Management Gwalior
